token, fname, lname, job, city, country
8295,Chloe,Pryce,artisan,Kingston,Jamaica
8296,Bunny,Warriah,producer,Toronto,Canada
8297,Angel,Judah,promoter,San Jose,Costa Rica
8298,Kenroy,Ranks,poet,Negril,Jamaica
8299,Delroy,Anderson,producer,Luanda,Angola
8300,Natty,31,developer,San Andres,Colombia
8301,Andy,Star,percussionist,Negril,Jamaica
8302,Izzy,Ross,philosopher,Montego Bay,Jamaica
8303,Junior,Juice,poet,Ocho Rios,Jamaica
8304,Clive,Cole,percussionist,Negril,Jamaica
8305,Junior,Tucker,poet,Soweto,South Africa
8306,Brooke,Trader,bassist,Toronto,Canada
8307,Lloyd,White,doctor,St. Ann,Jamaica
8308,Chevelle,McKenzie,dread maker,Kingston,Jamaica
8309,Kimberley,Champion,doctor,Negril,Jamaica
8310,Queen,Rodriguez,photographer,New York,USA
8311,Mel,McKenzie,photographer,Montego Bay,Jamaica
8312,Ruby,Livingston,horns player,Ocho Rios,Jamaica
8313,Bob,Ford,deejay,Harare,Zimbabwe
8314,Shelly,Warriah,dancer,Ocho Rios,Jamaica
8315,Likkle,Champion,athlete,New York,USA
8316,Winnie,Wallace,athlete,Luanda,Angola
8317,Bertie,Bennett,teacher,Toronto,Canada
8318,Mickey,Edward,producer,Montego Bay,Jamaica
8319,Phil,Palmer,dancer,São Luís,Brazil
8320,Leroy,Wonder,deejay,New York,USA
8321,Bunny,Spirit,dancer,Spanish Town,Jamaica
8322,Randy,Bhing,athlete,St. Ann,Jamaica
8323,Vic,Grant,philosopher,St. Ann,Jamaica
8324,Hopeton,Banks,photographer,Kingston,Jamaica
8325,Delroy,Fisher,grower,San Andres,Colombia
8326,Ras,Rodriguez,mix engineer,San Andres,Colombia
8327,Ellis,Jones,dancer,Spanish Town,Jamaica
8328,Cameron,Killah,dread maker,Negril,Jamaica
8329,Chance,Banks,producer,Lisbon,Portugal
8330,Kaleisha,Jackson,cooker,Negril,Jamaica
8331,Chevelle,Richardson,story teller,Montego Bay,Jamaica
8332,Taniyah,Bailey,promoter,Ocho Rios,Jamaica
8333,General,Champion,writter,Ocho Rios,Jamaica
8334,Chevelle,Baker,philosopher,Negril,Jamaica
8335,Hopeton,Bear,keyboard player,Dakar,Senegal
8336,Queen,Burton,dread maker,Spanish Town,Jamaica
8337,Kenroy,Youth,activist,Montego Bay,Jamaica
8338,Delroy,McKenzie,dealer,Mexico City,Mexico
8339,Morgan,Baker,artisan,San Andres,Colombia
8340,Delroy,Sterling,driver,Trinidad & Tobago,Trinidad & Tobago
8341,Jerry,Black,deejay,Manchester,UK
8342,Desmond,Warriah,journalist,St. Ann,Jamaica
8343,Francis,Spirit,writter,Luanda,Angola
8344,Mel,Black,movie star,Negril,Jamaica
8345,Casey,Stephens,hustler,San Diego,USA
8346,Benny,Smith,grower,Montego Bay,Jamaica
8347,Tony,Davidson,welder,Ocho Rios,Jamaica
8348,Connie,Tucker,athlete,Negril,Jamaica
8349,Steff,Wong,box lifter,Montego Bay,Jamaica
8350,Adrian,Wonder,guitarist,Spanish Town,Jamaica
8351,Winnie,Fisher,selectah,Birmingham,UK
8352,Linda,Campbell,cooker,Ocho Rios,Jamaica
8353,Shannon,Gibson,dealer,Montego Bay,Jamaica
8354,Reggie,Trader,promoter,Salvador,Brazil
8355,Mark,Killah,designer,Kingston,Jamaica
8356,Big,Brown,hustler,New York,USA
8357,Erin,Hold,designer,London,UK
8358,Junior,Forrest,poet,Miami,USA
8359,Daryl,Trader,poet,Montego Bay,Jamaica
8360,Kelly,Fyah,trader,Miami,USA
8361,Benny,Lawson,producer,Negril,Jamaica
8362,Ali,Forbes,journalist,San Diego,USA
8363,Hopeton,Grant,architect,Kingston,Jamaica
8364,Reggie,Davidson,mix engineer,Ocho Rios,Jamaica
8365,Don,Love,horns player,Kingston,Jamaica
8366,Lou,Nelson,movie star,St. Ann,Jamaica
8367,Ellis,Jackson,deejay,Toronto,Canada
8368,Brooke,Stone,selectah,Miami,USA
8369,Jennifer,Davis,deejay,Negril,Jamaica
8370,Marion,Beckford,producer,London,UK
8371,Lioness,Prophet,philosopher,Ocho Rios,Jamaica
8372,Mark,EastWood,bassist,Salvador,Brazil
8373,Taniyah,Silvera,photographer,Kingston,Jamaica
8374,Chance,Wise,drummer,Birmingham,UK
8375,Phil,Irie,movie star,Negril,Jamaica
8376,Randy,Ross,doctor,Virgin Islands,Virgin Islands
8377,Lloyd,Jones,activist,Salvador,Brazil
8378,Cherry,Prophet,singer,San Francisco,USA
8379,Delroy,Wonder,story teller,Ocho Rios,Jamaica
8380,Ali,Warriah,mix engineer,London,UK
8381,Rickie,Ward,dealer,Virgin Islands,Virgin Islands
8382,Chance,Lion,artisan,Montego Bay,Jamaica
8383,Ernie,Pryce,writter,Los Angeles,USA
8384,General,Henderson,teacher,Virgin Islands,Virgin Islands
8385,Kelly,Smith,painter,Negril,Jamaica
8386,Shelly,Silvera,poet,San Francisco,USA
8387,Courtney,Wong,writter,London,UK
8388,Marion,Moore,deejay,Ocho Rios,Jamaica
8389,Reggie,Cooper,singer,Spanish Town,Jamaica
8390,Lloyd,Warren,drummer,Havana,Cuba
8391,Bagga,Reid,architect,Trinidad & Tobago,Trinidad & Tobago
8392,Ellis,Fuller,developer,Negril,Jamaica
8393,Stevie,Beckford,painter,Toronto,Canada
8394,Aayla,Beckford,hustler,Ocho Rios,Jamaica
8395,Mickey,Thompson,guitarist,Havana,Cuba
8396,Eddie,Stephens,dancer,Ocho Rios,Jamaica
8397,Natty,Grant,producer,Montego Bay,Jamaica
8398,Vinnie,Jones,keyboard player,St. Ann,Jamaica
8399,Eddie,Francis,athlete,Kingston,Jamaica
8400,Marion,Thompson,percussionist,New York,USA
8401,Bob,Campbell,box lifter,Addis Abeba,Ethiopia
8402,Ketty,Fraser,guitarist,London,UK
8403,Marion,Clarke,deejay,Virgin Islands,Virgin Islands
8404,Shelly,Love,promoter,Lisbon,Portugal
8405,Lou,London,architect,São Luís,Brazil
8406,Delroy,Thompson,rodie,Salvador,Brazil
8407,Tony,McKenzie,drummer,Bristol,UK
8408,Tony,Sterling,poet,New York,USA
8409,Eddie,Bennett,horns player,Dakar,Senegal
8410,Kelly,Watson,dealer,Negril,Jamaica
8411,Cameron,Francis,painter,Montego Bay,Jamaica
8412,Kelly,Henderson,box lifter,Spanish Town,Jamaica
8413,Stevie,Youth,bassist,Toronto,Canada
8414,Jackie,Chung,painter,New York,USA
8415,Noel,Banton,box lifter,Accra,Ghana
8416,Reggie,Smokey,hustler,Negril,Jamaica
8417,Gabby,Kultcha,dealer,St. Ann,Jamaica
8418,Angel,Bhing,producer,São Paulo,Brazil
8419,Hopeton,Hold,driver,London,UK
8420,Chance,Fyah,hustler,Montego Bay,Jamaica
8421,Lou,Jarret,bassist,Birmingham,UK
8422,Kaleisha,Lawrence,bassist,Panama,Panama
8423,Stevie,Bull,teacher,São Luís,Brazil
8424,Shelly,Beckford,selectah,Spanish Town,Jamaica
8425,Chance,Smith,box lifter,Salvador,Brazil
8426,Delroy,I,guitarist,Montego Bay,Jamaica
8427,Donavan,Fisher,selectah,Montego Bay,Jamaica
8428,Lioness,Vibez,rodie,Ocho Rios,Jamaica
8429,Cedella,Nelson,farmer,Negril,Jamaica
8430,Izzy,Whales,designer,Manchester,UK
8431,Tony,Bear,selectah,Spanish Town,Jamaica
8432,Tony,West,journalist,Accra,Ghana
8433,Ruby,Pryce,designer,Dakar,Senegal
8434,Alex,Fyah,designer,Havana,Cuba
8435,Desmond,Winner,architect,New York,USA
8436,Izzy,Banton,philosopher,New York,USA
8437,Carol,Haynes,journalist,Spanish Town,Jamaica
8438,Clive,Cooper,deejay,St. Ann,Jamaica
8439,Stevie,Gibson,promoter,New York,USA
8440,Ranking,Richardson,designer,Montego Bay,Jamaica
8441,Bob,Judah,mix engineer,London,UK
8442,Marion,Black,story teller,São Paulo,Brazil
8443,Jess,Fuller,welder,Dakar,Senegal
8444,Sammy,Burton,doctor,Ocho Rios,Jamaica
8445,Erin,Clarke,designer,New York,USA
8446,Likkle,Bailey,designer,San Diego,USA
8447,Carol,Williams,journalist,Salvador,Brazil
8448,Tony,Echo,keyboard player,Manchester,UK
8449,Mighty,Champion,bassist,Negril,Jamaica
8450,Lloyd,Davidson,mix engineer,London,UK
8451,Tony,Beckford,deejay,Bristol,UK
8452,Kenroy,Bailey,dealer,Birmingham,UK
8453,Steff,Ward,driver,Havana,Cuba
8454,Danny,Ranks,trader,Manchester,UK
8455,Noel,Buchanan,writter,Negril,Jamaica
8456,Linda,Russell,artisan,Birmingham,UK
8457,Winnie,Collins,deejay,Montego Bay,Jamaica
8458,Ollie,Fisher,driver,Lisbon,Portugal
8459,Brooke,Bear,developer,Spanish Town,Jamaica
8460,Brooke,17,mix engineer,New York,USA
8461,Steff,Davis,drummer,San Diego,USA
8462,Ernie,Jackson,bassist,San Jose,Costa Rica
8463,Jennifer,Wonder,farmer,Kingston,Jamaica
8464,Ras,EastWood,story teller,Spanish Town,Jamaica
8465,Courtney,Davis,welder,Ocho Rios,Jamaica
8466,Mighty,Ford,grower,Paris,France
8467,Lou,West,horns player,Kingston,Jamaica
8468,Francis,Wallace,cooker,Negril,Jamaica
8469,Don,Wallace,doctor,Ocho Rios,Jamaica
8470,Courtney,Hyatt,activist,Virgin Islands,Virgin Islands
8471,Taylor,Judah,activist,London,UK
8472,Morgan,Tuffy,designer,San Andres,Colombia
8473,Shannon,Jarret,designer,London,UK
8474,Chloe,Mystic,grower,Negril,Jamaica
8475,Ruby,Buchanan,activist,London,UK
8476,Bob,Davis,poet,San Francisco,USA
8477,Shannon,Vibez,welder,New York,USA
8478,Lee,Ford,activist,Mexico City,Mexico
8479,Hopeton,Cole,hustler,Paris,France
8480,Cherry,Killah,photographer,Kingston,Jamaica
8481,Noel,Russell,athlete,Havana,Cuba
8482,Judy,Bear,promoter,London,UK
8483,Miss,White,writter,Miami,USA
8484,Ruby,Fuller,grower,Ocho Rios,Jamaica
8485,Phil,Judah,mix engineer,St. Ann,Jamaica
8486,Horace,Irie,poet,London,UK
8487,Steff,Bull,guitarist,Ocho Rios,Jamaica
8488,Vinnie,Smith,farmer,New York,USA
8489,Glen,Stone,writter,Lagos,Nigeria
8490,Steff,Wallace,grower,Kingston,Jamaica
8491,Jess,Williams,horns player,London,UK
8492,Lou,Francis,mix engineer,San Jose,Costa Rica
8493,Ruby,Powell,singer,London,UK
8494,Chloe,Bear,box lifter,St. Ann,Jamaica
8495,Daryl,Fisher,athlete,Kingston,Jamaica
8496,Ashley,Judah,promoter,Bristol,UK
8497,Miss,Lawson,dealer,Lalibela,Ethiopia
8498,Mickey,Hylton,box lifter,Havana,Cuba
8499,Shannon,Wallace,photographer,St. Ann,Jamaica
8500,Desmond,Russell,dread maker,Birmingham,UK
8501,Kelly,Powell,singer,Negril,Jamaica
8502,Cameron,Lawson,percussionist,Montego Bay,Jamaica
8503,Ernie,Lawrence,keyboard player,St. Ann,Jamaica
8504,Bob,Ruler,architect,Kingston,Jamaica
8505,Taniyah,Kultcha,designer,Dakar,Senegal
8506,Hopeton,London,bassist,São Luís,Brazil
8507,Shelly,Stone,percussionist,Kingston,Jamaica
8508,Courtney,Chambers,trader,Montego Bay,Jamaica
8509,Judy,Chambers,keyboard player,Montego Bay,Jamaica
8510,Ruby,Haynes,poet,Paris,France
8511,Cherry,Whales,promoter,Amsterdan,NL
8512,Lee,Irie,farmer,St. Ann,Jamaica
8513,Junior,Ross,grower,San Andres,Colombia
8514,Zekiah,Ross,activist,San Andres,Colombia
8515,Ray,Lawrence,teacher,Addis Abeba,Ethiopia
8516,Aayla,Stephens,movie star,San Jose,Costa Rica
8517,Randy,Stone,doctor,Kingston,Jamaica
8518,Clive,West,philosopher,Kingston,Jamaica
8519,Delroy,Juice,movie star,San Jose,Costa Rica
8520,Chris,Lion,drummer,Lalibela,Ethiopia
8521,Mighty,Gardner,farmer,São Luís,Brazil
8522,General,Brown,story teller,St. Ann,Jamaica
8523,Chevelle,Asher,developer,San Andres,Colombia
8524,Eddie,Wong,keyboard player,São Luís,Brazil
8525,Leslie,Wonder,dread maker,Los Angeles,USA
8526,Ras,Irie,percussionist,Lisbon,Portugal
8527,Don,Banton,selectah,Lalibela,Ethiopia
8528,Ray,Baker,teacher,Los Angeles,USA
8529,Ali,Thompson,dealer,Negril,Jamaica
8530,Ras,I,developer,Negril,Jamaica
8531,Lee,Livingston,farmer,São Paulo,Brazil
8532,Tony,Lawrence,athlete,Negril,Jamaica
8533,Ketty,White,promoter,Ocho Rios,Jamaica
8534,Marion,Baker,drummer,San Francisco,USA
8535,Jah,Cole,painter,Negril,Jamaica
8536,Jerry,Higgins,designer,Kingston,Jamaica
8537,Kimberley,Thompson,painter,Lisbon,Portugal
8538,Likkle,Youth,horns player,Kingston,Jamaica
8539,Leslie,I,horns player,Addis Abeba,Ethiopia
8540,Casey,Judah,writter,Kingston,Jamaica
8541,Kenroy,Lawrence,dealer,Lalibela,Ethiopia
8542,Linda,Moore,producer,Panama,Panama
8543,Benny,Mystic,teacher,Montego Bay,Jamaica
8544,August,Ross,selectah,Negril,Jamaica
8545,Mighty,Jacobs,dancer,Bristol,UK
8546,Reggie,Livingston,singer,São Paulo,Brazil
8547,Natty,Higgins,deejay,Paris,France
8548,Alex,Reid,driver,San Diego,USA
8549,Andy,Youth,farmer,Trinidad & Tobago,Trinidad & Tobago
8550,Daddy,Cooper,architect,New York,USA
8551,Chance,Star,hustler,Ocho Rios,Jamaica
8552,Chloe,Killah,rodie,Negril,Jamaica
8553,Junior,Hyatt,percussionist,San Jose,Costa Rica
8554,Ollie,Collins,painter,San Diego,USA
8555,Connie,Lewis,percussionist,Montego Bay,Jamaica
8556,Queen,Ranks,rodie,Mexico City,Mexico
8557,Winnie,Rodriguez,dealer,Miami,USA
8558,Vinnie,Tucker,doctor,Kingston,Jamaica
8559,Alex,Tuffy,dread maker,Dakar,Senegal
8560,Mark,Love,bassist,Ocho Rios,Jamaica
8561,Tony,Stephens,mix engineer,Addis Abeba,Ethiopia
8562,Ashley,Hold,rodie,Ocho Rios,Jamaica
8563,Bagga,Tuffy,selectah,San Diego,USA
8564,Clive,Collins,designer,Kingston,Jamaica
8565,Mark,Wise,poet,Negril,Jamaica
8566,Bagga,Nelson,poet,Havana,Cuba
8567,Mel,Bhing,producer,New York,USA
8568,Phil,Jacobs,singer,St. Ann,Jamaica
8569,Ruby,Fraser,singer,Negril,Jamaica
8570,Ranking,Davis,rodie,San Diego,USA
8571,August,Edward,journalist,New York,USA
8572,Cameron,Bear,horns player,Panama,Panama
8573,Jada,Anderson,drummer,Negril,Jamaica
8574,Horace,Vibez,cooker,Negril,Jamaica
8575,Rickie,Brooks,story teller,Ocho Rios,Jamaica
8576,Noel,Johnson,architect,San Andres,Colombia
8577,Alex,Cole,trader,Ocho Rios,Jamaica
8578,Zekiah,Edward,cooker,Accra,Ghana
8579,Delroy,Rocky,athlete,London,UK
8580,Miss,Bull,guitarist,Accra,Ghana
8581,Jude,Buchanan,box lifter,Negril,Jamaica
8582,Aayla,Brown,promoter,Spanish Town,Jamaica
8583,Vic,Forbes,hustler,Toronto,Canada
8584,Ray,Watson,mix engineer,London,UK
8585,Junior,Black,selectah,Ocho Rios,Jamaica
8586,Jada,Brown,drummer,Dakar,Senegal
8587,Vinnie,Tuffy,farmer,Negril,Jamaica
8588,Chance,Rocky,driver,London,UK
8589,Bagga,Lawrence,trader,Berlin,DE
8590,Connie,Richardson,philosopher,Negril,Jamaica
8591,Ranking,Cole,designer,Virgin Islands,Virgin Islands
8592,Jada,Youth,selectah,London,UK
8593,Jude,Chin,doctor,San Jose,Costa Rica
8594,Vinnie,Asher,teacher,Ocho Rios,Jamaica
8595,Izzy,Smokey,promoter,Spanish Town,Jamaica
8596,Glen,Moore,selectah,San Francisco,USA
8597,Natty,Irie,farmer,Kingston,Jamaica
8598,Chloe,Anderson,philosopher,Paris,France
8599,Lee,Henderson,doctor,São Luís,Brazil
8600,Jean,Warriah,promoter,Dakar,Senegal
8601,Noel,Chung,keyboard player,Paris,France
8602,Sista,Rodriguez,story teller,Lisbon,Portugal
8603,Ruby,Fisher,philosopher,Addis Abeba,Ethiopia
8604,Carol,Lawrence,activist,Accra,Ghana
8605,Courtney,Tuffy,architect,Spanish Town,Jamaica
8606,Queen,Richardson,photographer,Spanish Town,Jamaica
8607,Ras,Love,drummer,Negril,Jamaica
8608,Daryl,Stone,dread maker,Panama,Panama
8609,Ali,Jacobs,teacher,Mexico City,Mexico
8610,Jude,Anderson,box lifter,Spanish Town,Jamaica
8611,Kaleisha,Russell,athlete,Lisbon,Portugal
8612,Clair,Warren,keyboard player,Manchester,UK
8613,Ali,Trader,artisan,Havana,Cuba
8614,Ernie,Wallace,hustler,São Paulo,Brazil
8615,Jackie,Levi,story teller,Negril,Jamaica
8616,August,Cole,singer,Spanish Town,Jamaica
8617,Judy,Fyah,writter,Birmingham,UK
8618,Marion,Davis,guitarist,Kingston,Jamaica
8619,Jackie,Banton,designer,Addis Abeba,Ethiopia
8620,Glen,Trader,rodie,São Paulo,Brazil
8621,Ellis,Warriah,trader,Panama,Panama
8622,Aayla,Ward,trader,St. Ann,Jamaica
8623,Delroy,Hold,deejay,Toronto,Canada
8624,Miss,Chin,grower,Lalibela,Ethiopia
8625,Leroy,Pryce,cooker,Salvador,Brazil
8626,Mark,Williams,deejay,Kingston,Jamaica
8627,Sammy,Forbes,photographer,Havana,Cuba
8628,Miss,Wong,writter,Los Angeles,USA
8629,Cherry,Tuffy,rodie,Negril,Jamaica
8630,Cherry,Russell,cooker,Lalibela,Ethiopia
8631,Ray,McKenzie,teacher,New York,USA
8632,Adrian,Smokey,designer,San Jose,Costa Rica
8633,Lioness,Irie,singer,Birmingham,UK
8634,Hopeton,Levi,drummer,Lisbon,Portugal
8635,Bob,Champion,trader,Paris,France
8636,Gabby,Chambers,trader,Lisbon,Portugal
8637,Jude,Lawson,trader,Lisbon,Portugal
8638,Jackie,Bear,architect,Harare,Zimbabwe
8639,Randy,Black,producer,Kingston,Jamaica
8640,Willy,Jackson,driver,Lalibela,Ethiopia
8641,Vic,Ruler,dread maker,San Andres,Colombia
8642,Vinnie,Wallace,horns player,St. Ann,Jamaica
8643,Tony,Wallace,rodie,Negril,Jamaica
8644,Natty,Lawson,rodie,Luanda,Angola
8645,Vinnie,Jacobs,athlete,Mexico City,Mexico
8646,Tony,Black,trader,Spanish Town,Jamaica
8647,Adrian,13,photographer,Toronto,Canada
8648,Lou,Tuffy,horns player,Ocho Rios,Jamaica
8649,Taniyah,Smokey,guitarist,Negril,Jamaica
8650,Lee,Crystal,photographer,Harare,Zimbabwe
8651,Courtney,Asher,dealer,Addis Abeba,Ethiopia
8652,Izzy,Edward,rodie,Addis Abeba,Ethiopia
8653,Kaleisha,Gibson,grower,Spanish Town,Jamaica
8654,Lee,Vibez,farmer,London,UK
8655,Kenroy,Williams,dealer,Soweto,South Africa
8656,Connie,Star,dealer,London,UK
8657,Reggie,Champion,deejay,Spanish Town,Jamaica
8658,Miss,Livingston,drummer,Negril,Jamaica
8659,Ricky,Kultcha,horns player,Lalibela,Ethiopia
8660,Vic,I,writter,San Francisco,USA
8661,Gabby,Tuffy,keyboard player,Virgin Islands,Virgin Islands
8662,Chevelle,Bennett,drummer,Negril,Jamaica
8663,Horace,Champion,artisan,Miami,USA
8664,Reggie,Sterling,architect,London,UK
8665,Daryl,Spirit,mix engineer,Spanish Town,Jamaica
8666,August,Hylton,producer,San Francisco,USA
8667,Vinnie,Edward,designer,San Francisco,USA
8668,Ali,Stone,trader,Kingston,Jamaica
8669,Bob,Jones,producer,Virgin Islands,Virgin Islands
8670,Angel,Moore,drummer,Negril,Jamaica
8671,Shannon,Juice,movie star,Miami,USA
8672,Marion,Mystic,dread maker,Mexico City,Mexico
8673,Jada,Pryce,philosopher,Kingston,Jamaica
8674,Randy,Haynes,poet,Kingston,Jamaica
8675,Jah,Echo,photographer,Amsterdan,NL
8676,Lloyd,Lawrence,horns player,Negril,Jamaica
8677,Noel,Ranks,dread maker,London,UK
8678,Jackie,Star,journalist,Trinidad & Tobago,Trinidad & Tobago
8679,Chloe,Tucker,rodie,Spanish Town,Jamaica
8680,Kaleisha,Francis,farmer,Manchester,UK
8681,Jada,London,doctor,San Jose,Costa Rica
8682,Ollie,Cooper,singer,Salvador,Brazil
8683,Francis,Clarke,promoter,Negril,Jamaica
8684,Jerry,Wong,dread maker,Luanda,Angola
8685,Adrian,Livingston,farmer,London,UK
8686,Delroy,Wong,producer,Ocho Rios,Jamaica
8687,Leslie,Smokey,movie star,New York,USA
8688,Mickey,Ruler,selectah,Kingston,Jamaica
8689,Lou,Lawrence,story teller,Montego Bay,Jamaica
8690,Chris,Warriah,selectah,Toronto,Canada
8691,Cherry,Powell,philosopher,Montego Bay,Jamaica
8692,Junior,Bennett,horns player,St. Ann,Jamaica
8693,Noel,Brown,cooker,St. Ann,Jamaica
8694,Alex,Brown,doctor,London,UK
8695,Connie,Smith,promoter,Addis Abeba,Ethiopia
8696,Lee,Watson,journalist,London,UK
8697,Mighty,Asher,painter,Miami,USA
8698,Mighty,Stone,trader,Mexico City,Mexico
8699,Ernie,Prophet,welder,Montego Bay,Jamaica
8700,Stevie,Judah,keyboard player,St. Ann,Jamaica
8701,Cherry,Nelson,percussionist,São Luís,Brazil
8702,Ketty,Warren,developer,São Luís,Brazil
8703,Chevelle,Star,cooker,San Jose,Costa Rica
8704,Vic,Judah,percussionist,São Paulo,Brazil
8705,Ranking,Warren,rodie,Negril,Jamaica
8706,Daddy,Vibez,deejay,Ocho Rios,Jamaica
8707,Vic,Smokey,farmer,Panama,Panama
8708,Kimberley,Kultcha,journalist,Miami,USA
8709,Jah,Crystal,drummer,São Paulo,Brazil
8710,Benny,Vernon,mix engineer,Negril,Jamaica
8711,Steff,Judah,bassist,Negril,Jamaica
8712,Lloyd,Winner,activist,Kingston,Jamaica
8713,Miss,Whales,architect,Mexico City,Mexico
8714,Big,Fuller,percussionist,Kingston,Jamaica
8715,Noel,Burton,drummer,Dakar,Senegal
8716,Bob,Watson,rodie,New York,USA
8717,Jess,Campbell,story teller,Negril,Jamaica
8718,Likkle,McKenzie,cooker,Spanish Town,Jamaica
8719,Horace,Pryce,box lifter,Spanish Town,Jamaica
8720,Jackie,Hyatt,doctor,Soweto,South Africa
8721,Ras,Brown,designer,Virgin Islands,Virgin Islands
8722,Mickey,Green,cooker,St. Ann,Jamaica
8723,Jennifer,Black,hustler,Negril,Jamaica
8724,Leroy,Gibson,promoter,Negril,Jamaica
8725,Noel,Watson,story teller,New York,USA
8726,General,Chung,horns player,Ocho Rios,Jamaica
8727,Ricky,Fisher,designer,Montego Bay,Jamaica
8728,Lee,27,movie star,Kingston,Jamaica
8729,Taniyah,Hold,keyboard player,St. Ann,Jamaica
8730,Queen,Gardner,singer,Ocho Rios,Jamaica
8731,Brooke,Palmer,story teller,Negril,Jamaica
8732,Gabby,Tucker,movie star,Havana,Cuba
8733,Ruby,Youth,cooker,Negril,Jamaica
8734,Jennifer,Johnson,deejay,Birmingham,UK
8735,Linda,Jarret,dancer,Paris,France
8736,Zekiah,Lawrence,horns player,Miami,USA
8737,Don,Thompson,welder,Montego Bay,Jamaica
8738,Kelly,Trader,selectah,Manchester,UK
8739,Mel,Sinclair,activist,Birmingham,UK
8740,Linda,Stone,hustler,São Paulo,Brazil
8741,Tony,Warriah,movie star,Panama,Panama
8742,Daryl,Clarke,doctor,Birmingham,UK
8743,Casey,Ranks,selectah,Negril,Jamaica
8744,Jerry,Thompson,cooker,Los Angeles,USA
8745,Sammy,Buchanan,grower,Berlin,DE
8746,Shelly,Nelson,box lifter,Lalibela,Ethiopia
8747,Mighty,Silvera,driver,São Luís,Brazil
8748,Tony,Smokey,cooker,Manchester,UK
8749,Jude,Gibson,story teller,Negril,Jamaica
8750,Brooke,Davidson,producer,Montego Bay,Jamaica
8751,Danny,Fisher,bassist,Kingston,Jamaica
8752,Shelly,Chambers,journalist,Montego Bay,Jamaica
8753,Mark,Forbes,mix engineer,Addis Abeba,Ethiopia
8754,Ray,Sterling,mix engineer,Bristol,UK
8755,Kelly,Cooper,philosopher,Panama,Panama
8756,Ellis,Smith,promoter,Kingston,Jamaica
8757,Hopeton,Gardner,drummer,San Andres,Colombia
8758,Judy,Ford,horns player,Montego Bay,Jamaica
8759,Benny,Ross,welder,Negril,Jamaica
8760,Val,Anderson,singer,Spanish Town,Jamaica
8761,Likkle,Bear,rodie,Birmingham,UK
8762,Vinnie,Irie,mix engineer,Montego Bay,Jamaica
8763,Bagga,Black,horns player,San Andres,Colombia
8764,Lee,Lewis,activist,St. Ann,Jamaica
8765,Steff,Youth,rodie,Montego Bay,Jamaica
8766,Jerry,Mystic,singer,New York,USA
8767,Marion,Jacobs,dancer,San Diego,USA
8768,Carol,Francis,box lifter,New York,USA
8769,Queen,Beckford,dancer,New York,USA
8770,Linda,Gibson,philosopher,San Andres,Colombia
8771,Mighty,Hylton,deejay,Lisbon,Portugal
8772,Courtney,Rocky,driver,San Diego,USA
8773,Gene,Black,story teller,Kingston,Jamaica
8774,Angel,Whales,dealer,Kingston,Jamaica
8775,Linda,Rocky,philosopher,Negril,Jamaica
8776,Courtney,Fisher,box lifter,Virgin Islands,Virgin Islands
8777,Kenroy,Chambers,dealer,Salvador,Brazil
8778,Courtney,Champion,philosopher,Los Angeles,USA
8779,Likkle,Clarke,trader,San Jose,Costa Rica
8780,Chevelle,Bear,poet,Dakar,Senegal
8781,Phil,Hyatt,trader,Dakar,Senegal
8782,Izzy,Forrest,selectah,St. Ann,Jamaica
8783,Casey,Whales,bassist,Spanish Town,Jamaica
8784,Randy,Tucker,artisan,San Jose,Costa Rica
8785,Jackie,Rocky,trader,Ocho Rios,Jamaica
8786,Chevelle,Gibson,poet,Spanish Town,Jamaica
8787,Ketty,Chung,guitarist,San Francisco,USA
8788,Jennifer,Brown,guitarist,Negril,Jamaica
8789,Ketty,Lewis,story teller,Negril,Jamaica
8790,Cameron,Powell,painter,London,UK
8791,Lloyd,Grant,cooker,San Andres,Colombia
8792,Vic,Kultcha,photographer,Kingston,Jamaica
8793,Cherry,Higgins,painter,Spanish Town,Jamaica
8794,Ollie,Edward,dealer,Accra,Ghana
8795,Izzy,Francis,promoter,New York,USA
8796,Morgan,Vibez,artisan,Spanish Town,Jamaica
8797,Erin,Hylton,activist,Bristol,UK
8798,Daryl,London,designer,Spanish Town,Jamaica
8799,Delroy,Echo,box lifter,Kingston,Jamaica
8800,Ray,Lion,journalist,St. Ann,Jamaica
8801,Bertie,Wonder,dread maker,Lalibela,Ethiopia
8802,Big,Fraser,poet,Spanish Town,Jamaica
8803,Mark,Lewis,producer,Ocho Rios,Jamaica
8804,Bob,Buchanan,guitarist,Luanda,Angola
8805,Linda,Francis,designer,Mexico City,Mexico
8806,Kaleisha,Green,dread maker,Montego Bay,Jamaica
8807,Vic,Jones,welder,Spanish Town,Jamaica
8808,Leroy,Ruler,box lifter,San Andres,Colombia
8809,Val,Fyah,artisan,Spanish Town,Jamaica
8810,Donavan,Brooks,designer,Ocho Rios,Jamaica
8811,Ricky,Killah,selectah,Ocho Rios,Jamaica
8812,Donavan,Banton,bassist,Ocho Rios,Jamaica
8813,Ali,Rodriguez,guitarist,São Paulo,Brazil
8814,Bob,Gardner,photographer,London,UK
8815,Bunny,Cooper,horns player,Ocho Rios,Jamaica
8816,Ollie,Ward,cooker,Negril,Jamaica
8817,Ali,Asher,movie star,Paris,France
8818,Bob,Stephens,teacher,San Francisco,USA
8819,Zekiah,Reid,cooker,Spanish Town,Jamaica
8820,Stevie,Moore,grower,Accra,Ghana
